,person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
15732,28.0,120055.0,4,MORTGAGE,18000.0,MEDICAL,11.68,8.0,659,No,0
15733,30.0,121189.0,9,MORTGAGE,17678.0,MEDICAL,11.03,7.0,550,Yes,0
15734,26.0,63541.0,4,RENT,7000.0,EDUCATION,7.69,3.0,630,No,0
15735,28.0,79209.0,6,MORTGAGE,22000.0,VENTURE,14.67,6.0,598,Yes,0
15736,27.0,38854.0,6,MORTGAGE,14104.0,HOMEIMPROVEMENT,11.9,9.0,701,Yes,701
15737,32.0,70613.0,8,RENT,17500.0,EDUCATION,13.46,9.0,608,Yes,0
15738,25.0,44440.0,3,RENT,10000.0,PERSONAL,10.76,2.0,589,No,0
15739,27.0,39362.0,2,RENT,8000.0,MEDICAL,11.41,5.0,670,Yes,0
15740,24.0,145251.0,0,MORTGAGE,6000.0,VENTURE,9.98,3.0,605,No,0
15741,28.0,162940.0,6,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,5.0,599,Yes,0
15742,25.0,64058.0,3,MORTGAGE,4000.0,VENTURE,9.15,4.0,642,Yes,0
15743,31.0,46441.0,5,RENT,10000.0,MEDICAL,9.31,6.0,681,No,0
15744,31.0,95672.0,7,MORTGAGE,10000.0,MEDICAL,6.78,6.0,636,No,0
15745,32.0,163093.0,11,MORTGAGE,17627.0,VENTURE,12.53,8.0,682,Yes,0
15746,27.0,134570.0,0,MORTGAGE,15000.0,VENTURE,13.57,5.0,630,Yes,0
15747,27.0,58646.0,6,RENT,5500.0,MEDICAL,11.5,5.0,600,Yes,0
15748,24.0,70754.0,2,RENT,4500.0,EDUCATION,13.55,3.0,626,Yes,0
15749,26.0,111592.0,3,MORTGAGE,3865.0,HOMEIMPROVEMENT,5.52,4.0,641,Yes,0
15750,27.0,31015.0,4,OWN,2000.0,VENTURE,11.3,6.0,624,Yes,0
15751,22.0,61796.0,0,MORTGAGE,13000.0,DEBTCONSOLIDATION,11.13,3.0,612,No,0
15752,31.0,41444.0,10,RENT,10000.0,MEDICAL,8.57,7.0,705,No,705
15753,31.0,109108.0,6,MORTGAGE,15000.0,PERSONAL,12.23,6.0,663,Yes,0
15754,23.0,104036.0,0,MORTGAGE,7984.0,EDUCATION,13.75,3.0,585,Yes,0
15755,27.0,170047.0,4,MORTGAGE,6315.0,MEDICAL,7.54,6.0,649,No,0
15756,24.0,60882.0,3,RENT,5000.0,EDUCATION,9.84,4.0,655,Yes,0
15757,24.0,93285.0,5,MORTGAGE,12000.0,DEBTCONSOLIDATION,8.34,4.0,668,Yes,0
15758,21.0,69446.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.62,3.0,629,Yes,0
15759,26.0,39004.0,3,RENT,6400.0,VENTURE,14.35,4.0,635,Yes,0
15760,27.0,96717.0,6,RENT,8000.0,EDUCATION,9.5,6.0,532,Yes,0
15761,24.0,99274.0,0,MORTGAGE,20000.0,EDUCATION,11.16,3.0,641,Yes,0
15762,24.0,201140.0,0,MORTGAGE,20000.0,EDUCATION,12.42,2.0,545,Yes,0
15763,25.0,198669.0,0,MORTGAGE,10000.0,VENTURE,9.18,4.0,590,No,0
15764,25.0,58831.0,1,MORTGAGE,20000.0,PERSONAL,11.79,7.0,675,No,0
15765,33.0,25240.0,8,OWN,5000.0,VENTURE,11.62,9.0,666,Yes,0
15766,22.0,47164.0,0,MORTGAGE,10000.0,EDUCATION,14.15,3.0,661,Yes,0
15767,27.0,46682.0,2,MORTGAGE,4000.0,MEDICAL,8.08,9.0,686,No,0
15768,25.0,29894.0,1,RENT,5832.0,HOMEIMPROVEMENT,5.9,3.0,709,Yes,709
15769,33.0,48051.0,10,RENT,5000.0,MEDICAL,6.88,12.0,677,No,0
15770,24.0,79577.0,0,MORTGAGE,8203.0,MEDICAL,12.41,2.0,585,Yes,0
15771,26.0,81605.0,3,MORTGAGE,10617.0,MEDICAL,6.56,5.0,517,Yes,0
15772,22.0,58526.0,0,MORTGAGE,15000.0,EDUCATION,9.29,4.0,640,No,0
15773,25.0,42969.0,1,RENT,1053.0,VENTURE,9.22,3.0,609,Yes,0
15774,25.0,145065.0,4,MORTGAGE,20000.0,MEDICAL,10.87,4.0,667,Yes,0
15775,25.0,73067.0,3,RENT,15000.0,DEBTCONSOLIDATION,8.25,3.0,679,Yes,0
15776,36.0,59563.0,9,RENT,12000.0,VENTURE,13.99,12.0,541,Yes,0
15777,23.0,133563.0,0,RENT,7000.0,VENTURE,9.78,3.0,704,Yes,704
15778,25.0,96857.0,5,MORTGAGE,4426.0,HOMEIMPROVEMENT,17.49,2.0,540,Yes,0
15779,29.0,241045.0,5,MORTGAGE,14841.0,PERSONAL,10.57,6.0,663,Yes,0
15780,33.0,234636.0,8,MORTGAGE,3486.0,VENTURE,10.26,9.0,675,No,0
15781,31.0,95456.0,9,RENT,10000.0,EDUCATION,11.41,8.0,689,Yes,0
15782,28.0,55211.0,4,MORTGAGE,6400.0,PERSONAL,9.38,6.0,658,Yes,0
15783,23.0,41824.0,4,RENT,5000.0,EDUCATION,9.8,4.0,676,No,0
15784,23.0,70633.0,0,MORTGAGE,17486.0,HOMEIMPROVEMENT,9.97,4.0,600,Yes,0
15785,36.0,130833.0,13,MORTGAGE,13998.0,EDUCATION,8.87,12.0,668,Yes,0
15786,32.0,211695.0,10,MORTGAGE,2406.0,VENTURE,13.99,10.0,640,Yes,0
15787,23.0,80021.0,0,MORTGAGE,12000.0,VENTURE,11.04,4.0,698,Yes,0
15788,28.0,78980.0,6,MORTGAGE,7500.0,EDUCATION,7.49,8.0,594,Yes,0
15789,25.0,151204.0,3,MORTGAGE,12000.0,PERSONAL,9.97,3.0,545,Yes,0
15790,26.0,138979.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,8.63,5.0,653,No,0
15791,25.0,93215.0,2,MORTGAGE,12013.0,MEDICAL,7.89,4.0,678,Yes,0
15792,30.0,55652.0,6,MORTGAGE,15239.0,PERSONAL,10.66,10.0,588,Yes,0
15793,25.0,78797.0,6,RENT,4800.0,HOMEIMPROVEMENT,11.19,4.0,667,Yes,0
15794,30.0,63471.0,6,MORTGAGE,7000.0,PERSONAL,12.72,9.0,681,No,0
15795,26.0,44435.0,3,MORTGAGE,18013.0,VENTURE,10.33,3.0,548,Yes,0
15796,23.0,69232.0,0,RENT,12000.0,DEBTCONSOLIDATION,8.76,3.0,639,No,0
15797,24.0,53748.0,1,RENT,6000.0,MEDICAL,8.91,4.0,607,No,0
15798,34.0,28342.0,14,OWN,7000.0,EDUCATION,6.72,12.0,657,Yes,0
15799,27.0,145163.0,3,MORTGAGE,4614.0,MEDICAL,6.49,3.0,615,No,0
15800,26.0,301162.0,5,MORTGAGE,9029.0,EDUCATION,9.85,2.0,645,No,0
15801,25.0,54967.0,3,RENT,5000.0,MEDICAL,7.88,3.0,606,Yes,0
15802,34.0,65494.0,7,RENT,3200.0,HOMEIMPROVEMENT,6.76,10.0,604,No,0
15803,25.0,159455.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.89,3.0,679,Yes,0
15804,26.0,49135.0,2,RENT,6075.0,EDUCATION,13.54,5.0,673,No,0
15805,32.0,133224.0,10,MORTGAGE,9000.0,EDUCATION,11.46,10.0,663,No,0
15806,27.0,108937.0,4,MORTGAGE,10000.0,PERSONAL,7.05,5.0,615,No,0
15807,27.0,112874.0,2,MORTGAGE,16000.0,HOMEIMPROVEMENT,13.34,10.0,696,No,0
15808,30.0,42875.0,7,RENT,10000.0,MEDICAL,10.9,6.0,552,Yes,0
15809,29.0,81508.0,7,MORTGAGE,14253.0,EDUCATION,10.97,10.0,696,No,0
15810,29.0,72932.0,9,RENT,17000.0,PERSONAL,8.4,6.0,662,Yes,0
15811,31.0,61352.0,6,MORTGAGE,10500.0,VENTURE,6.45,8.0,666,No,0
15812,32.0,33632.0,9,RENT,6000.0,MEDICAL,12.2,6.0,703,No,703
15813,31.0,74336.0,5,RENT,7321.0,EDUCATION,11.01,9.0,583,Yes,0
15814,24.0,36940.0,0,RENT,5000.0,EDUCATION,11.62,2.0,659,No,0
15815,30.0,70591.0,9,RENT,5991.0,PERSONAL,6.14,6.0,627,No,0
15816,29.0,45200.0,2,RENT,2628.0,EDUCATION,8.59,5.0,678,Yes,0
15817,23.0,64433.0,0,MORTGAGE,4000.0,EDUCATION,9.36,3.0,672,Yes,0
15818,23.0,78809.0,1,MORTGAGE,12500.0,DEBTCONSOLIDATION,10.87,4.0,634,Yes,0
15819,40.0,167712.0,20,MORTGAGE,8743.0,EDUCATION,7.38,10.0,625,Yes,0
15820,33.0,45647.0,12,MORTGAGE,13000.0,PERSONAL,10.36,8.0,640,No,0
15821,27.0,84893.0,8,MORTGAGE,25000.0,PERSONAL,11.28,5.0,693,Yes,0
15822,22.0,27324.0,0,OWN,7077.0,VENTURE,9.96,2.0,661,No,0
15823,28.0,43133.0,8,OWN,4200.0,MEDICAL,11.9,6.0,574,Yes,0
15824,29.0,116341.0,6,MORTGAGE,12670.0,EDUCATION,14.36,8.0,677,Yes,0
15825,28.0,60893.0,3,MORTGAGE,20000.0,HOMEIMPROVEMENT,12.83,6.0,566,Yes,0
15826,25.0,91035.0,0,RENT,3000.0,HOMEIMPROVEMENT,9.36,3.0,663,No,0
15827,25.0,72174.0,0,MORTGAGE,18500.0,EDUCATION,12.73,3.0,597,Yes,0
15828,23.0,44495.0,0,RENT,1413.0,PERSONAL,14.25,3.0,620,Yes,0
15829,37.0,48890.0,14,RENT,5000.0,PERSONAL,11.15,12.0,606,No,0
15830,39.0,53554.0,16,OWN,10000.0,PERSONAL,7.62,15.0,656,Yes,0
15831,24.0,114962.0,0,RENT,14000.0,VENTURE,12.55,3.0,675,Yes,0
15832,24.0,36941.0,1,RENT,9000.0,VENTURE,6.93,4.0,634,Yes,0
15833,29.0,67217.0,6,MORTGAGE,4000.0,MEDICAL,10.17,8.0,700,Yes,0
15834,27.0,78956.0,5,RENT,8400.0,EDUCATION,7.43,4.0,686,Yes,0
15835,41.0,45035.0,20,RENT,3000.0,MEDICAL,11.01,16.0,604,Yes,0
15836,29.0,66839.0,7,MORTGAGE,8000.0,PERSONAL,10.79,9.0,635,Yes,0
15837,32.0,126937.0,6,RENT,2888.0,HOMEIMPROVEMENT,7.32,9.0,693,Yes,0
15838,23.0,121434.0,0,MORTGAGE,4150.0,EDUCATION,10.65,3.0,612,No,0
15839,28.0,42985.0,5,RENT,4800.0,MEDICAL,12.65,5.0,658,Yes,0
15840,24.0,91190.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,9.48,3.0,641,Yes,0
15841,25.0,48953.0,1,MORTGAGE,14000.0,VENTURE,7.14,5.0,517,Yes,0
15842,37.0,25851.0,13,RENT,3425.0,VENTURE,12.78,12.0,626,Yes,0
15843,30.0,28769.0,5,RENT,4918.0,EDUCATION,9.21,7.0,661,No,0
15844,28.0,30869.0,4,RENT,7500.0,DEBTCONSOLIDATION,12.5,6.0,604,Yes,0
15845,24.0,89050.0,5,MORTGAGE,7000.0,EDUCATION,6.99,4.0,682,No,0
15846,33.0,173721.0,10,RENT,5000.0,MEDICAL,9.07,10.0,702,No,702
15847,31.0,24951.0,9,OWN,6372.0,PERSONAL,5.54,6.0,624,Yes,0
15848,25.0,69334.0,2,RENT,9395.0,PERSONAL,6.09,4.0,722,Yes,722
15849,28.0,94608.0,5,RENT,12000.0,PERSONAL,11.11,10.0,496,Yes,0
15850,33.0,37173.0,12,MORTGAGE,5000.0,VENTURE,11.01,9.0,624,Yes,0
15851,24.0,85421.0,5,MORTGAGE,7226.0,DEBTCONSOLIDATION,10.18,4.0,553,Yes,0
15852,30.0,73194.0,6,RENT,10000.0,PERSONAL,6.39,7.0,605,Yes,0
15853,23.0,31046.0,0,RENT,5542.0,VENTURE,10.07,4.0,549,Yes,0
15854,30.0,91284.0,7,MORTGAGE,12365.0,VENTURE,11.21,6.0,525,Yes,0
15855,28.0,75478.0,7,RENT,13375.0,PERSONAL,13.2,6.0,658,Yes,0
15856,37.0,180946.0,15,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.51,12.0,734,No,734
15857,31.0,76319.0,6,MORTGAGE,27688.0,VENTURE,10.54,8.0,617,Yes,0
15858,26.0,90975.0,3,MORTGAGE,25000.0,VENTURE,16.07,8.0,681,Yes,0
15859,22.0,60856.0,0,RENT,7000.0,VENTURE,14.89,4.0,724,No,724
15860,37.0,205000.0,14,MORTGAGE,20000.0,EDUCATION,13.78,10.0,714,No,714
15861,23.0,96941.0,0,MORTGAGE,4957.0,EDUCATION,13.99,3.0,655,No,0
15862,33.0,68151.0,9,RENT,10000.0,EDUCATION,9.64,6.0,664,Yes,0
15863,35.0,97392.0,11,MORTGAGE,6000.0,VENTURE,11.05,10.0,696,No,0
15864,33.0,104277.0,9,RENT,9965.0,VENTURE,8.76,8.0,667,Yes,0
15865,36.0,111676.0,10,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.3,8.0,645,No,0
15866,30.0,301125.0,2,MORTGAGE,34826.0,EDUCATION,12.25,9.0,614,No,0
15867,25.0,100583.0,1,MORTGAGE,13000.0,PERSONAL,11.22,3.0,682,No,0
15868,27.0,97268.0,3,RENT,20000.0,EDUCATION,10.59,9.0,696,No,0
15869,23.0,91098.0,0,RENT,12000.0,VENTURE,11.87,3.0,549,Yes,0
15870,30.0,97995.0,4,RENT,12000.0,PERSONAL,8.26,6.0,651,Yes,0
15871,23.0,91722.0,3,MORTGAGE,24000.0,VENTURE,9.81,3.0,587,Yes,0
15872,24.0,49112.0,0,RENT,1000.0,EDUCATION,9.36,4.0,602,No,0
15873,28.0,123235.0,7,MORTGAGE,10000.0,VENTURE,6.85,10.0,701,Yes,701
15874,25.0,123435.0,3,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.2,4.0,675,Yes,0
15875,27.0,106509.0,6,RENT,12000.0,EDUCATION,5.93,6.0,705,No,705
15876,29.0,91029.0,6,RENT,11108.0,HOMEIMPROVEMENT,8.37,5.0,594,Yes,0
15877,28.0,132823.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,12.32,7.0,664,No,0
15878,25.0,61062.0,6,RENT,12000.0,PERSONAL,10.49,2.0,667,No,0
15879,25.0,50404.0,2,RENT,7606.0,VENTURE,10.86,4.0,673,Yes,0
15880,27.0,64133.0,4,MORTGAGE,8000.0,DEBTCONSOLIDATION,14.22,10.0,477,Yes,0
15881,29.0,111328.0,8,MORTGAGE,7000.0,EDUCATION,9.51,9.0,649,Yes,0
15882,28.0,76652.0,7,RENT,7761.0,VENTURE,11.81,5.0,672,Yes,0
15883,24.0,103021.0,1,MORTGAGE,18000.0,HOMEIMPROVEMENT,11.19,4.0,647,Yes,0
15884,31.0,111448.0,7,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.72,7.0,674,Yes,0
15885,30.0,54557.0,6,MORTGAGE,20000.0,VENTURE,9.79,10.0,603,Yes,0
15886,35.0,87345.0,12,MORTGAGE,14470.0,DEBTCONSOLIDATION,8.86,10.0,719,Yes,719
15887,29.0,128279.0,4,MORTGAGE,8770.0,VENTURE,8.9,4.0,651,Yes,0
15888,28.0,70280.0,6,MORTGAGE,12000.0,EDUCATION,8.99,7.0,606,No,0
15889,32.0,63499.0,11,MORTGAGE,2541.0,HOMEIMPROVEMENT,9.38,10.0,562,Yes,0
15890,30.0,77882.0,8,MORTGAGE,8867.0,PERSONAL,6.21,6.0,666,Yes,0
15891,26.0,67132.0,6,RENT,7003.0,DEBTCONSOLIDATION,12.51,4.0,683,Yes,0
15892,23.0,91220.0,2,RENT,2000.0,EDUCATION,5.85,3.0,640,No,0
15893,28.0,121074.0,4,MORTGAGE,13000.0,PERSONAL,8.59,7.0,636,Yes,0
15894,25.0,131226.0,0,MORTGAGE,8000.0,PERSONAL,12.42,4.0,568,Yes,0
15895,25.0,156981.0,0,MORTGAGE,20000.0,EDUCATION,15.06,2.0,588,Yes,0
15896,22.0,91328.0,0,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.78,3.0,633,Yes,0
15897,25.0,216924.0,2,MORTGAGE,20998.0,MEDICAL,11.48,4.0,620,Yes,0
15898,24.0,31183.0,0,RENT,4000.0,VENTURE,10.04,3.0,711,No,711
15899,24.0,63396.0,0,RENT,12000.0,EDUCATION,14.78,3.0,656,No,0
15900,25.0,72346.0,1,RENT,10446.0,HOMEIMPROVEMENT,9.18,4.0,679,Yes,0
15901,24.0,44212.0,0,RENT,5000.0,VENTURE,14.17,3.0,700,Yes,0
15902,29.0,107980.0,7,MORTGAGE,18000.0,MEDICAL,8.55,10.0,636,No,0
15903,24.0,49243.0,0,RENT,7000.0,EDUCATION,11.38,3.0,646,No,0
15904,28.0,94810.0,3,RENT,20000.0,DEBTCONSOLIDATION,11.6,5.0,663,No,0
15905,33.0,85203.0,11,MORTGAGE,14000.0,VENTURE,10.42,10.0,616,Yes,0
15906,30.0,47044.0,4,MORTGAGE,2454.0,HOMEIMPROVEMENT,11.16,6.0,618,Yes,0
15907,24.0,78666.0,0,MORTGAGE,7447.0,PERSONAL,8.16,4.0,668,Yes,0
15908,29.0,62210.0,7,RENT,15000.0,DEBTCONSOLIDATION,11.26,7.0,687,Yes,0
15909,38.0,72830.0,15,RENT,10000.0,PERSONAL,7.9,14.0,599,Yes,0
15910,32.0,230445.0,7,MORTGAGE,5304.0,PERSONAL,6.68,9.0,667,Yes,0
15911,34.0,79397.0,12,MORTGAGE,1209.0,HOMEIMPROVEMENT,7.9,8.0,665,Yes,0
15912,30.0,253392.0,8,RENT,7865.0,MEDICAL,8.86,7.0,658,Yes,0
15913,33.0,76626.0,9,RENT,6265.0,HOMEIMPROVEMENT,8.68,10.0,666,Yes,0
15914,23.0,66437.0,0,MORTGAGE,15000.0,MEDICAL,11.62,4.0,584,No,0
15915,24.0,51398.0,1,RENT,6000.0,MEDICAL,10.0,4.0,600,No,0
15916,25.0,144874.0,5,MORTGAGE,10000.0,MEDICAL,8.8,2.0,648,Yes,0
15917,23.0,36948.0,1,RENT,3000.0,VENTURE,8.6,3.0,648,Yes,0
15918,28.0,66927.0,7,RENT,3600.0,PERSONAL,10.04,5.0,579,Yes,0
15919,31.0,104382.0,10,MORTGAGE,10274.0,VENTURE,11.49,9.0,674,No,0
15920,28.0,31008.0,1,RENT,5000.0,EDUCATION,10.41,8.0,544,Yes,0
15921,38.0,123335.0,16,MORTGAGE,8624.0,EDUCATION,14.06,11.0,640,No,0
15922,25.0,281967.0,6,MORTGAGE,20032.0,HOMEIMPROVEMENT,8.89,5.0,610,Yes,0
15923,32.0,29970.0,10,RENT,4777.0,EDUCATION,9.11,11.0,738,No,738
15924,24.0,76637.0,0,RENT,4108.0,EDUCATION,8.54,3.0,669,Yes,0
15925,24.0,47253.0,0,RENT,4000.0,EDUCATION,12.74,4.0,687,No,0
15926,28.0,81690.0,4,RENT,9401.0,DEBTCONSOLIDATION,9.29,8.0,600,Yes,0
15927,24.0,71975.0,4,RENT,17000.0,MEDICAL,10.26,4.0,615,Yes,0
15928,31.0,38625.0,8,RENT,6651.0,EDUCATION,9.86,7.0,583,Yes,0
15929,29.0,96789.0,8,RENT,12390.0,EDUCATION,10.37,6.0,645,Yes,0
15930,26.0,72233.0,4,MORTGAGE,12000.0,EDUCATION,6.62,4.0,565,Yes,0
15931,24.0,46879.0,0,RENT,10000.0,PERSONAL,10.92,4.0,644,Yes,0
15932,24.0,82102.0,3,MORTGAGE,8309.0,VENTURE,7.79,4.0,594,Yes,0
15933,25.0,45083.0,2,MORTGAGE,7500.0,PERSONAL,14.96,4.0,619,Yes,0
15934,23.0,44106.0,4,RENT,3600.0,PERSONAL,13.07,3.0,599,Yes,0
15935,24.0,73002.0,2,RENT,12000.0,PERSONAL,9.38,3.0,692,Yes,0
15936,27.0,67533.0,2,RENT,4217.0,HOMEIMPROVEMENT,11.93,5.0,638,Yes,0
15937,22.0,43056.0,2,RENT,8000.0,EDUCATION,7.82,4.0,630,No,0
15938,28.0,120890.0,2,MORTGAGE,10000.0,MEDICAL,12.17,9.0,565,Yes,0
15939,22.0,30844.0,0,MORTGAGE,6500.0,PERSONAL,11.38,5.0,574,No,0
15940,24.0,61137.0,1,RENT,10000.0,DEBTCONSOLIDATION,7.38,4.0,695,Yes,0
15941,27.0,112636.0,1,MORTGAGE,19002.0,VENTURE,10.38,5.0,693,No,0
15942,23.0,157003.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.75,3.0,710,No,710
15943,34.0,32398.0,12,MORTGAGE,6600.0,VENTURE,11.22,10.0,633,Yes,0
15944,38.0,51343.0,18,RENT,12000.0,MEDICAL,10.6,11.0,612,Yes,0
15945,26.0,73166.0,3,MORTGAGE,5000.0,VENTURE,7.17,2.0,629,No,0
15946,40.0,211422.0,20,MORTGAGE,11700.0,PERSONAL,8.74,15.0,665,Yes,0
15947,23.0,49115.0,3,RENT,4000.0,EDUCATION,11.43,4.0,678,Yes,0
15948,25.0,101962.0,2,RENT,6090.0,VENTURE,9.31,3.0,684,No,0
15949,25.0,91006.0,3,RENT,10664.0,EDUCATION,9.62,7.0,675,Yes,0
15950,23.0,63130.0,1,RENT,5000.0,PERSONAL,9.35,3.0,723,Yes,723
15951,27.0,83018.0,2,RENT,10000.0,EDUCATION,14.85,6.0,635,No,0
15952,32.0,26645.0,7,RENT,1882.0,MEDICAL,13.19,8.0,654,Yes,0
15953,34.0,120609.0,10,MORTGAGE,9000.0,PERSONAL,12.5,8.0,537,Yes,0
15954,32.0,91033.0,9,MORTGAGE,3000.0,HOMEIMPROVEMENT,8.3,6.0,639,No,0
15955,25.0,157224.0,3,MORTGAGE,25000.0,DEBTCONSOLIDATION,10.74,3.0,664,Yes,0
15956,23.0,45917.0,1,RENT,7015.0,EDUCATION,12.84,4.0,686,Yes,0
15957,24.0,71076.0,3,RENT,1341.0,EDUCATION,13.14,4.0,618,No,0
15958,22.0,105343.0,2,MORTGAGE,1561.0,PERSONAL,10.15,4.0,567,Yes,0
15959,30.0,128374.0,7,MORTGAGE,6000.0,EDUCATION,10.41,8.0,548,Yes,0
15960,36.0,96831.0,14,RENT,6400.0,MEDICAL,11.23,11.0,591,No,0
15961,32.0,64690.0,8,RENT,10000.0,HOMEIMPROVEMENT,9.26,9.0,483,Yes,0
15962,23.0,35815.0,0,RENT,6000.0,MEDICAL,13.39,4.0,671,No,0
15963,29.0,46509.0,3,RENT,1500.0,MEDICAL,12.26,8.0,611,Yes,0
15964,32.0,270791.0,8,MORTGAGE,20000.0,PERSONAL,13.65,10.0,659,Yes,0
15965,25.0,82850.0,3,RENT,10000.0,EDUCATION,14.69,4.0,639,No,0
15966,27.0,79235.0,7,MORTGAGE,8000.0,VENTURE,7.37,8.0,578,Yes,0
15967,24.0,74226.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.22,3.0,633,No,0
15968,23.0,87740.0,2,MORTGAGE,9000.0,VENTURE,6.76,2.0,631,Yes,0
15969,24.0,48902.0,4,RENT,6000.0,EDUCATION,6.37,4.0,659,No,0
15970,24.0,55122.0,5,RENT,4000.0,EDUCATION,13.56,3.0,672,No,0
15971,33.0,120814.0,5,RENT,20000.0,VENTURE,12.81,10.0,665,Yes,0
15972,25.0,55184.0,4,RENT,12389.0,DEBTCONSOLIDATION,10.51,3.0,594,Yes,0
15973,24.0,37020.0,0,MORTGAGE,4303.0,EDUCATION,9.44,4.0,653,Yes,0
15974,24.0,49012.0,4,MORTGAGE,14506.0,HOMEIMPROVEMENT,12.69,6.0,559,Yes,0
15975,32.0,77010.0,9,MORTGAGE,13977.0,PERSONAL,7.21,5.0,677,No,0
15976,22.0,29941.0,0,RENT,1923.0,EDUCATION,11.57,4.0,613,Yes,0
15977,27.0,21838.0,5,OWN,2500.0,EDUCATION,13.03,5.0,616,Yes,0
15978,24.0,116311.0,4,MORTGAGE,17362.0,PERSONAL,10.48,2.0,692,Yes,0
15979,30.0,83866.0,6,RENT,15000.0,EDUCATION,12.07,6.0,695,No,0
15980,26.0,127332.0,7,MORTGAGE,17933.0,HOMEIMPROVEMENT,9.4,4.0,544,Yes,0
15981,31.0,88320.0,7,RENT,9600.0,MEDICAL,7.81,7.0,641,Yes,0
15982,26.0,44921.0,2,RENT,4975.0,DEBTCONSOLIDATION,7.26,5.0,561,Yes,0
15983,37.0,61027.0,13,MORTGAGE,16000.0,VENTURE,9.94,11.0,694,No,0
15984,30.0,115807.0,3,MORTGAGE,6000.0,PERSONAL,10.74,6.0,642,Yes,0
15985,32.0,93250.0,11,MORTGAGE,10000.0,EDUCATION,15.3,6.0,675,No,0
15986,27.0,72007.0,4,MORTGAGE,11000.0,VENTURE,10.85,5.0,505,Yes,0
15987,26.0,34199.0,6,RENT,4087.0,MEDICAL,13.76,6.0,571,Yes,0
15988,25.0,79020.0,4,MORTGAGE,1523.0,VENTURE,5.49,4.0,651,Yes,0
15989,27.0,78754.0,6,MORTGAGE,3000.0,VENTURE,11.13,5.0,557,Yes,0
15990,32.0,100337.0,7,RENT,17725.0,DEBTCONSOLIDATION,8.97,6.0,626,Yes,0
15991,26.0,65222.0,2,RENT,13565.0,EDUCATION,9.57,4.0,619,No,0
15992,31.0,55024.0,8,RENT,12430.0,DEBTCONSOLIDATION,9.29,7.0,641,Yes,0
15993,31.0,81874.0,9,RENT,8000.0,VENTURE,6.58,7.0,590,Yes,0
15994,30.0,98069.0,8,RENT,18000.0,EDUCATION,10.93,5.0,614,Yes,0
15995,25.0,100778.0,3,RENT,12000.0,DEBTCONSOLIDATION,13.19,3.0,604,Yes,0
15996,28.0,70418.0,4,RENT,12737.0,EDUCATION,12.55,8.0,582,Yes,0
15997,30.0,93146.0,7,MORTGAGE,10000.0,EDUCATION,13.31,6.0,611,Yes,0
15998,23.0,73011.0,1,MORTGAGE,12000.0,PERSONAL,10.75,4.0,545,Yes,0
15999,27.0,78591.0,4,MORTGAGE,10000.0,VENTURE,12.0,7.0,567,Yes,0
16000,32.0,41532.0,12,RENT,8000.0,PERSONAL,16.02,8.0,668,Yes,0
16001,22.0,71905.0,0,MORTGAGE,6486.0,MEDICAL,10.96,4.0,498,Yes,0
16002,24.0,56176.0,3,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.81,5.0,695,Yes,0
16003,33.0,37027.0,5,RENT,1500.0,DEBTCONSOLIDATION,13.11,10.0,633,Yes,0
16004,31.0,72841.0,9,MORTGAGE,1884.0,PERSONAL,12.01,9.0,623,Yes,0
16005,29.0,38543.0,2,RENT,3000.0,EDUCATION,11.18,7.0,578,Yes,0
16006,24.0,35542.0,2,OWN,6000.0,VENTURE,10.84,3.0,538,Yes,0
16007,23.0,92710.0,4,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.91,4.0,697,No,0
16008,29.0,75830.0,9,RENT,9000.0,PERSONAL,13.49,9.0,595,No,0
16009,27.0,64669.0,3,MORTGAGE,2500.0,DEBTCONSOLIDATION,9.91,3.0,646,No,0
16010,22.0,29670.0,0,RENT,6000.0,MEDICAL,11.14,4.0,553,No,0
16011,24.0,66261.0,1,RENT,6000.0,VENTURE,9.94,4.0,668,No,0
16012,28.0,70519.0,7,RENT,6000.0,HOMEIMPROVEMENT,12.42,6.0,541,Yes,0
16013,24.0,65826.0,3,MORTGAGE,16028.0,PERSONAL,10.78,4.0,566,Yes,0
16014,30.0,85123.0,8,MORTGAGE,8486.0,DEBTCONSOLIDATION,10.51,10.0,585,Yes,0
16015,27.0,41523.0,3,RENT,6000.0,VENTURE,13.3,6.0,678,No,0
16016,44.0,58481.0,22,RENT,10000.0,VENTURE,11.88,16.0,714,No,714
